Latitude,Longitude,Ellps Height (m),Geoid Height (m),Ortho Height (m)
9.12043,7.42632,525.903,23.24,502.67
9.11736,7.44817,490.593,23.24,467.35
9.10323,7.42946,460.48,23.22,437.26
9.10196,7.43778,452.739,23.22,429.52
9.08716,7.40955,484.688,23.2,461.49
9.10654,7.45444,477.837,23.22,454.61
9.10084,7.45365,469.303,23.22,446.09
9.09587,7.45428,476.037,23.21,452.83
9.09043,7.45471,475.657,23.2,452.45
9.08264,7.45412,480.472,23.19,457.28
8.92978,7.09712,194.71,23.27,171.44
8.95169,7.11248,201.08,23.26,177.82
8.95543,7.11983,206.869,23.27,183.6
8.96673,7.11718,290.799,23.26,267.54
8.97499,6.94994,254.949,23.13,231.81
8.97947,6.93908,202.61,23.13,179.48
9.02085,6.9816,168.009,23.24,144.77
8.98485,6.96857,220.679,23.17,197.51
8.99113,6.98454,344.88,23.19,321.69
8.99223,6.93641,156.929,23.16,133.77
8.97785,6.93313,156.07,23.13,132.94
8.99004,7.0023,141.97,23.2,118.77
8.96002,6.93843,179.309,23.1,156.21
8.9445,6.94762,173.529,23.09,150.44
8.93417,6.95665,151.47,23.09,128.38
9.00026,6.94256,194.369,23.18,171.19
8.93109,6.93643,167.36,23.06,144.3
8.99188,7.13408,390.48,23.25,367.23
8.928,7.05452,179.97,23.23,156.74
8.93006,7.07388,195.699,23.24,172.45
8.94226,7.01305,166.139,23.18,142.96
8.94513,6.99961,172.57,23.16,149.41
8.98836,7.07546,211.389,23.23,188.16
8.99119,7.03481,175.21,23.21,152
8.96471,7.05857,197.77,23.22,174.55
8.97936,7.14247,260.63,23.26,237.37
8.98913,7.1453,253.889,23.26,230.63
8.97488,7.13658,223.21,23.26,199.95
8.96377,7.1389,219.699,23.27,196.43
8.99991,7.15235,246.85,23.26,223.59
8.956,7.02257,186.94,23.19,163.75
8.98759,6.81636,228.85,23.11,205.74
8.86596,7.18049,252.425,23.43,228.99
8.87395,7.10617,235.244,23.37,211.87
8.86154,7.03685,202.514,23.29,179.23
8.83776,6.94915,175.526,23.11,152.42
8.91135,6.95881,146.003,23.09,122.91
8.95634,7.01251,178.468,23.18,155.29
8.9063,7.17869,255.544,23.36,232.19
8.85675,6.86256,118.621,22.89,95.74
8.85176,6.79432,118.803,22.77,96.03
8.92847,6.81709,168.712,22.92,145.79
8.93966,6.89109,144.807,23.01,121.79
8.88906,7.03051,214.087,23.23,190.85
8.88906,7.0268,207.173,23.23,183.95
8.88949,7.02354,203.585,23.22,180.37
8.88773,7.02117,199.223,23.22,176.01
8.88228,7.01925,199.628,23.22,176.41
8.87741,7.02028,205.016,23.23,181.79
8.87327,7.02259,213.6,23.24,190.36
8.86939,7.02534,227.417,23.25,204.17
8.86444,7.027,211.572,23.26,188.31
8.86269,7.02809,210.304,23.27,187.04
8.8602,7.02816,208.779,23.27,185.51
8.85687,7.02867,200.13,23.28,176.85
8.85431,7.031,195.194,23.29,171.91
8.85207,7.03226,193.007,23.29,169.71
8.84892,7.03394,191.613,23.3,168.31
8.84429,7.03324,187.626,23.31,164.32
8.84029,7.03365,189.044,23.32,165.73
8.83632,7.03227,182.3,23.32,158.98
8.8336,7.03279,176.1,23.33,152.77
8.82694,7.03301,179.453,23.34,156.11
8.82473,7.03949,184.352,23.36,161
8.81717,7.04292,187.468,23.38,164.09
8.80458,7.02285,183.287,23.35,159.94
8.812,7.03588,189.026,23.37,165.66
8.81422,7.03956,189.509,23.37,166.14
8.82229,7.04745,194.139,23.38,170.76
8.83651,7.05073,182.923,23.36,159.56
8.83759,7.053,186.835,23.36,163.47
8.83849,7.05407,187.757,23.36,164.4
8.83957,7.05617,189.52,23.36,166.16
8.84137,7.05938,193.345,23.37,169.98
8.84344,7.06356,201.815,23.37,178.44
8.84419,7.06737,201.802,23.38,178.43
8.84494,7.07117,203.677,23.38,180.3
8.84515,7.07475,210.774,23.39,187.39
8.84601,7.07817,216.863,23.39,193.47
8.84713,7.08136,219.957,23.39,196.56
8.84874,7.08439,221.296,23.39,197.9
8.84937,7.08609,220.113,23.4,196.72
8.85241,7.08763,227.298,23.39,203.91
8.85465,7.09105,227.356,23.39,203.96
8.85617,7.09299,230.268,23.39,206.88
8.8571,7.09575,218.535,23.39,195.14
8.85841,7.09768,216.628,23.39,193.23
8.86041,7.09996,215.186,23.39,191.79
8.86171,7.1005,215.701,23.39,192.31
8.86339,7.10312,217.113,23.39,193.72
8.87084,7.10595,227.231,23.38,203.85
8.87409,7.1049,234.634,23.37,211.26
8.87564,7.10617,236.029,23.37,212.66
8.88358,7.1059,234.492,23.35,211.14
8.8859,7.10821,238.783,23.35,215.43
8.88235,7.11552,231.863,23.37,208.5
8.88039,7.12073,234.335,23.37,210.96
8.87609,7.1635,240.225,23.41,216.82
8.94639,7.14559,279.459,23.29,256.17
8.82547,6.91999,178.341,23.05,155.3
8.82801,6.91674,172.856,23.03,149.82
8.82893,6.91234,167.699,23.02,144.68
8.82838,6.90678,169.942,23.01,146.94
8.83174,6.90371,164.335,22.99,141.34
8.83201,6.90124,160.195,22.99,137.21
8.83269,6.89638,150.384,22.97,127.41
8.83465,6.8909,139.563,22.95,116.61
8.83551,6.88861,131.983,22.95,109.03
8.8367,6.88563,122.596,22.94,99.66
8.84108,6.8808,120.89,22.93,97.96
8.84168,6.87873,117.046,22.92,94.12
8.83918,6.86709,116.128,22.9,93.23
8.83629,6.86629,118.306,22.89,95.41
8.83452,6.85988,116.556,22.88,93.68
8.83348,6.85613,108.939,22.87,86.07
8.83997,6.84702,113.652,22.85,90.8
8.84159,6.84469,113.661,22.85,90.81
8.84171,6.84338,111.343,22.84,88.5
8.84417,6.83939,111.633,22.84,88.8
8.84716,6.83602,119.366,22.83,96.54
8.85047,6.83466,122.224,22.83,99.4
8.85144,6.82899,114.942,22.82,92.12
8.85349,6.82544,115.083,22.81,92.27
8.85562,6.82425,121.362,22.81,98.55
8.85906,6.82244,124.728,22.81,101.91
8.85977,6.82051,124.745,22.81,101.93
8.8635,6.81588,127.639,22.81,104.83
8.86681,6.8121,138.382,22.81,115.58
8.87274,6.80872,144.916,22.81,122.11
8.87408,6.80611,146.367,22.81,123.56
8.89377,6.78739,144.268,22.82,121.45
9.19756,7.17822,441.26,23.48,417.78
9.18284,7.17338,476.75,23.45,453.3
9.15288,7.17398,426.72,23.38,403.34
9.14209,7.18421,518.46,23.36,495.1
9.14559,7.19775,439.29,23.36,415.93
9.128,7.19703,506.7,23.32,483.38
9.12409,7.20555,525.679,23.32,502.36
9.19699,6.84813,324.95,24.17,300.78
9.19669,6.79803,257.776,24.3,233.48
9.20098,6.79996,255.99,24.32,231.67
9.20263,6.8017,257.673,24.32,233.35
9.20655,6.80519,255.736,24.33,231.4
9.21121,6.80983,252.929,24.35,228.58
9.21421,6.81488,250.764,24.35,226.41
9.21455,6.82794,264.045,24.32,239.73
9.21476,6.832,267.506,24.31,243.2
9.21364,6.83835,268.056,24.28,243.77
9.2115,6.8442,266.309,24.26,242.05
9.21119,6.84937,259.437,24.24,235.2
9.20908,6.84548,249.979,24.24,225.74
9.21008,6.85861,245.276,24.2,221.07
9.21775,6.872,253.688,24.2,229.49
9.22752,6.88849,238.99,24.19,214.8
9.23027,6.8911,251.86,24.19,227.67
9.23461,6.89513,261.398,24.2,237.2
9.23593,6.89942,267.057,24.19,242.86
9.23651,6.90218,264.636,24.19,240.45
9.23663,6.90785,261.566,24.17,237.4
9.23958,6.91552,263.717,24.16,239.56
9.24167,6.91939,255.927,24.16,231.77
9.24522,6.9234,250.61,24.16,226.45
9.24722,6.93162,250.516,24.14,226.37
9.24802,6.93738,250.44,24.13,226.31
9.2518,6.94407,250.619,24.13,226.49
9.25354,6.94805,250.985,24.12,226.86
9.00765,7.48143,580.538,23.14,557.4
8.98752,7.48504,494.302,23.14,471.16
8.9877,7.51169,624.185,23.1,601.08
8.97748,7.50549,504.274,23.11,481.16
8.94035,7.44824,555.32,23.2,532.12
8.94975,7.45052,479.629,23.19,456.44
8.95939,7.4516,484.852,23.18,461.67
8.96311,7.45126,477.466,23.18,454.29
8.96786,7.45234,470.104,23.17,446.93
8.97284,7.4553,463.572,23.17,440.4
8.97467,7.45594,457.492,23.17,434.32
8.9806,7.45803,458.516,23.16,435.35
8.9839,7.45916,471.534,23.16,448.37
8.98561,7.45974,474.023,23.16,450.86
8.99224,7.46005,456.642,23.16,433.48
9.00082,7.46043,457.224,23.16,434.07
9.00465,7.46426,467.105,23.15,443.95
9.01375,7.47314,514.269,23.15,491.12
8.95017,7.45567,478.253,23.18,455.07
8.95077,7.46306,470.23,23.18,447.05
8.95044,7.4887,499.881,23.15,476.73
8.95554,7.50261,565.323,23.13,542.2
8.96319,7.50539,527.685,23.12,504.57
9.10994,7.22258,386.538,23.29,363.25
9.09246,7.21818,388.099,23.27,364.83
9.08505,7.21701,368.696,23.26,345.44
9.08029,7.21206,365.447,23.26,342.19
9.07383,7.21024,343.341,23.25,320.09
9.06319,7.2038,340.845,23.25,317.59
9.05483,7.19798,329.451,23.25,306.2
9.04349,7.18658,381.035,23.25,357.79
9.03184,7.17834,302.144,23.25,278.89
9.02599,7.17142,294.313,23.25,271.06
9.02113,7.16645,267.187,23.25,243.93
9.01195,7.15723,266.354,23.25,243.1
9.0021,7.15177,246.435,23.25,223.18
8.99642,7.14882,237.458,23.26,214.2
8.98967,7.14306,258.638,23.26,235.38
8.98002,7.13918,237.885,23.26,214.63
8.97475,7.13407,225.618,23.26,202.36
8.96393,7.12564,214.281,23.26,191.02
8.95854,7.12174,208.791,23.26,185.53
8.9518,7.11106,200.341,23.26,177.08
8.94846,7.10339,209.712,23.26,186.45
8.94326,7.0917,195.882,23.25,172.63
8.92017,7.08963,184.368,23.27,161.09
8.91098,7.08471,188.634,23.28,165.35
8.89947,7.07569,191.828,23.29,168.54
8.89121,7.07095,185.878,23.3,162.58
8.88477,7.06786,201.063,23.3,177.76
8.88174,7.06659,210.09,23.31,186.78
8.87772,7.06481,210.813,23.31,187.5
8.87197,7.06227,201.744,23.32,178.43
8.86103,7.05712,202.905,23.33,179.58
8.8562,7.05513,205.22,23.33,181.89
8.85094,7.05341,189.393,23.34,166.06
8.84688,7.05243,188.386,23.34,165.04
8.8385,7.05063,187.505,23.36,164.15
8.83121,7.049,189.932,23.36,166.57
8.82252,7.04687,195.263,23.37,171.89
8.81683,7.04288,189.27,23.38,165.89
8.81429,7.03818,193.812,23.37,170.44
8.80823,7.02794,185.662,23.36,162.3
8.80491,7.02293,185.501,23.35,162.15
8.80115,7.01644,184.757,23.34,161.41
8.79834,7.01184,182.607,23.34,159.27
8.7956,7.00785,178.097,23.33,154.77
8.79244,7.00431,180.915,23.33,157.59
8.78879,7.00041,177.875,23.32,154.55
8.78528,6.99723,170.298,23.32,146.98
8.7821,6.99403,176.316,23.32,153
8.7789,6.99028,176.115,23.32,152.8
8.77339,6.98572,178.787,23.31,155.47
8.76952,6.98175,193.186,23.31,169.87
8.76798,6.97847,198.863,23.31,175.56
8.75887,6.97169,168.863,23.3,145.56
8.75481,6.96733,177.481,23.3,154.18
8.75063,6.96364,167.26,23.3,143.96
8.74491,6.95834,155.372,23.29,132.08
8.73831,6.95481,156.168,23.3,132.87
8.73426,6.9525,155.822,23.3,132.53
8.72835,6.94949,134.246,23.3,110.95
8.72638,6.94867,137.159,23.3,113.86
8.72225,6.94677,143.533,23.3,120.23
8.71715,6.94423,140.909,23.3,117.6
8.71311,6.9422,144.161,23.31,120.85
8.70811,6.93972,133.896,23.31,110.59
8.70307,6.93712,118.815,23.31,95.5
8.69648,6.93381,107.446,23.31,84.13
8.69237,6.93203,103.456,23.32,80.14
8.68645,6.93025,106.303,23.32,82.98
8.67706,6.92802,93.801,23.33,70.47
8.6707,6.92663,92.555,23.34,69.21
8.6618,6.92417,122.726,23.35,99.38
8.65298,6.91937,134.613,23.35,111.26
8.64937,6.9198,138.688,23.36,115.33
8.6442,6.91985,160.274,23.37,136.9
8.64008,6.91868,155.621,23.38,132.24
8.6335,6.91765,172.187,23.39,148.8
8.62738,6.91628,139.392,23.39,116
8.61885,6.91455,120.838,23.41,97.43
8.61401,6.91373,117.358,23.41,93.95
8.59896,6.91133,72.991,23.43,49.56
8.59336,6.91311,119.84,23.44,96.4
8.58427,6.91253,124.848,23.46,101.39
8.56991,6.91612,196.925,23.49,173.44
8.56373,6.91858,163.451,23.5,139.95
8.55748,6.9204,151.432,23.51,127.92
8.54699,6.92288,138.952,23.53,115.42
8.54288,6.92374,135.269,23.54,111.73
8.52727,6.92917,171.584,23.57,148.02
8.51444,6.93228,220.837,23.59,197.25
8.50798,6.93466,204.724,23.6,181.13
8.49548,6.93835,170.203,23.62,146.59
8.48231,6.94218,147.854,23.63,124.23
8.98453,7.14058,242.873,23.26,219.61
8.97135,7.13114,231.013,23.26,207.75
8.55301,6.92153,140.875,23.52,117.35
8.83447,7.57807,322.698,23.07,299.63
8.82962,7.57803,325.142,23.07,302.07
8.82768,7.578,324.244,23.07,301.17
8.82568,7.57687,326.596,23.08,303.52
8.82446,7.57356,335.68,23.09,312.59
8.82633,7.57056,346.058,23.1,322.95
8.8291,7.56426,376.531,23.12,353.41
8.83363,7.56437,367.625,23.12,344.51
8.83705,7.56681,349.724,23.1,326.62
8.84068,7.56833,385.749,23.09,362.66
8.84109,7.57042,368.63,23.08,345.55
8.83997,7.57368,395.502,23.07,372.43
8.84405,7.57697,355.102,23.05,332.05
8.84368,7.57826,347.962,23.05,324.91
8.83894,7.57813,331.895,23.06,308.84
8.83386,7.56932,334.312,23.1,311.21
8.83159,7.57164,336.58,23.09,313.49
8.93009,7.09672,194.744,23.27,171.47
8.92326,7.10792,206.589,23.29,183.3
8.92233,7.11188,207.724,23.29,184.43
8.91862,7.12455,214.4,23.31,191.09
8.91715,7.12874,203.855,23.31,180.54
8.91293,7.13745,200.981,23.33,177.65
8.90941,7.14448,208.62,23.34,185.28
8.90574,7.15457,216.437,23.35,193.09
8.90182,7.16454,217.847,23.36,194.49
8.89557,7.1748,256.725,23.37,233.35
8.89607,7.18691,263.349,23.37,239.97
8.89421,7.19043,273.809,23.38,250.43
8.89143,7.20031,279.334,23.38,255.95
8.88644,7.21227,298.472,23.39,275.08
8.88317,7.21624,303.394,23.4,280
8.88127,7.22071,296.21,23.4,272.81
8.87906,7.22626,296.636,23.4,273.23
8.87842,7.23367,311.912,23.4,288.51
8.8707,7.23677,292.023,23.42,268.61
8.86473,7.24237,305.691,23.43,282.26
8.86309,7.24805,310.533,23.43,287.1
8.85874,7.25157,308.874,23.44,285.44
8.85683,7.25373,321.547,23.44,298.11
8.85623,7.2599,327.58,23.44,304.14
8.85024,7.26048,331.842,23.45,308.39
8.84757,7.26049,337.876,23.46,314.42
8.84481,7.26258,333.578,23.46,310.12
8.83836,7.26261,336.902,23.48,313.43
8.83202,7.27079,353.905,23.49,330.42
8.82918,7.27468,363.339,23.49,339.85
8.82428,7.27684,365.748,23.5,342.24
8.81889,7.28001,372.318,23.52,348.8
8.81518,7.28284,360.719,23.52,337.2
8.81437,7.27736,380.411,23.53,356.88
8.80721,7.27677,381.215,23.54,357.67
8.79979,7.27384,393.051,23.56,369.49
8.79639,7.27434,410.815,23.57,387.24
8.79233,7.27736,402.304,23.58,378.72
8.78342,7.28072,383.371,23.6,359.77
8.78029,7.28171,395.155,23.61,371.55
8.77532,7.28253,368.147,23.62,344.53
8.76888,7.28356,345.46,23.64,321.82
8.76677,7.28283,337.135,23.64,313.49
8.76432,7.27734,325.415,23.65,301.77
8.7654,7.27382,327.822,23.64,304.18
8.76627,7.26892,317.984,23.64,294.34
8.76317,7.26496,306.543,23.65,282.89
8.75642,7.26025,311.12,23.66,287.46
8.75453,7.25834,318.891,23.67,295.23
8.74799,7.25277,313.012,23.67,289.34
8.74488,7.25495,312.327,23.67,288.65
8.73772,7.25602,308.81,23.69,285.12
8.73247,7.25531,300.566,23.7,276.87
8.72967,7.25535,300.007,23.7,276.31
8.72343,7.2553,296.622,23.71,272.91
8.7145,7.2545,308.966,23.72,285.24
8.71549,7.25075,306.954,23.72,283.23
8.70371,7.24803,289.012,23.74,265.27
8.7005,7.24679,301.725,23.74,277.98
8.69769,7.24656,325.043,23.75,301.3
8.69503,7.24742,334.595,23.75,310.84
8.69103,7.24623,332.065,23.76,308.31
8.68566,7.24278,322.287,23.76,298.52
8.68615,7.23582,304.576,23.76,280.82
8.68365,7.23191,296.984,23.76,273.22
8.68199,7.22798,308.316,23.76,284.55
8.68045,7.21023,245.183,23.75,221.43
8.68088,7.19819,242.576,23.75,218.83
8.68094,7.19663,242.506,23.75,218.76
8.68077,7.19117,238.132,23.74,214.39
8.68088,7.18587,241.268,23.74,217.53
8.6811,7.1797,240.334,23.73,216.6
8.6823,7.17207,239.745,23.73,216.02
8.6821,7.15629,233.291,23.72,209.57
8.67532,7.149,239.466,23.73,215.74
8.67182,7.14656,242.1,23.73,218.37
8.66706,7.1429,233.541,23.74,209.81
8.66281,7.13724,235.327,23.74,211.59
8.65361,7.13461,226.912,23.76,203.16
8.64802,7.13349,214.207,23.77,190.44
8.65083,7.13215,194.135,23.76,170.38
8.63751,7.12216,209.019,23.78,185.24
8.62215,7.10629,188.076,23.79,164.29
8.61495,7.10223,197.621,23.8,173.83
8.6107,7.10208,200.717,23.8,176.91
8.60854,7.10066,206.067,23.8,182.26
8.60516,7.09741,213.649,23.81,189.84
8.59922,7.08983,217.798,23.81,193.99
8.59011,7.07808,238.868,23.81,215.06
8.5797,7.07434,302.509,23.81,278.7
8.55062,7.07661,277.589,23.84,253.75
8.54429,7.06763,311.088,23.84,287.25
8.54477,7.05548,296.935,23.82,273.12
8.5446,7.05266,296.644,23.82,272.83
8.54538,7.04192,324.277,23.8,300.48
8.54591,7.03317,359.211,23.79,335.42
8.54193,7.01967,316.734,23.77,292.97
8.5244,7.01093,220.294,23.76,196.53
8.51971,7.00642,209.651,23.76,185.89
8.51232,6.9986,198.035,23.75,174.29
8.50536,6.99219,198.32,23.74,174.58
8.50213,6.99005,205.65,23.73,181.92
8.49313,6.98359,240.534,23.72,216.82
8.49231,6.97965,236.328,23.71,212.62
8.48776,6.97735,227.01,23.7,203.31
8.46727,6.97275,167.725,23.7,144.03
8.47121,6.95567,157.143,23.66,133.48
8.96063,7.21219,330.443,23.28,307.17
8.95911,7.2129,329.566,23.28,306.29
8.9563,7.21366,326.325,23.28,303.04
8.95405,7.21387,321.31,23.28,298.03
8.95192,7.21368,315.869,23.29,292.58
8.94566,7.21561,299.534,23.29,276.24
8.94018,7.21762,290.825,23.3,267.53
8.93263,7.22047,283.852,23.31,260.54
8.92815,7.22153,289.454,23.31,266.14
8.92398,7.22298,290.957,23.32,267.64
8.91451,7.22353,291.172,23.33,267.84
8.91167,7.22218,286.656,23.34,263.32
8.9008,7.22521,284.904,23.36,261.55
8.8986,7.22624,290.759,23.36,267.4
8.89507,7.22756,291.436,23.37,268.07
8.88737,7.22545,294.181,23.39,270.8
8.88257,7.22521,296.989,23.4,273.59
8.87765,7.23947,320.559,23.4,297.16
8.87581,7.25013,334.119,23.4,310.72
8.87286,7.252,340.704,23.41,317.3
8.87154,7.25925,330.998,23.41,307.59
8.87049,7.27076,335.453,23.4,312.05
8.8693,7.27691,330.776,23.4,307.37
8.86698,7.27976,337.387,23.4,313.98
8.86122,7.28823,353.556,23.41,330.14
8.85392,7.2993,342.027,23.42,318.6
8.84965,7.30273,339.414,23.43,315.98
8.84726,7.312,328.713,23.43,305.28
8.84486,7.31198,334.838,23.44,311.4
8.83945,7.3188,345.194,23.45,321.75
8.83687,7.32132,343.215,23.45,319.76
8.83227,7.32847,346.347,23.46,322.88
8.82837,7.33078,350.034,23.47,326.56
8.82262,7.33261,356.639,23.49,333.15
8.81933,7.34051,366.19,23.49,342.7
8.81735,7.34497,371.685,23.49,348.19
8.81807,7.34849,365.623,23.49,342.14
8.81384,7.35487,380.348,23.5,356.85
8.81286,7.35917,386.663,23.5,363.16
8.81058,7.36298,386.209,23.51,362.7
8.80663,7.37088,385.972,23.51,362.46
8.80232,7.37411,382.363,23.53,358.84
8.79677,7.38131,372.569,23.54,349.03
8.80082,7.38155,365.87,23.53,342.34
8.80618,7.38483,356.388,23.51,332.88
8.81019,7.38531,353.289,23.5,329.79
8.81746,7.39704,385.338,23.47,361.87
8.82059,7.40033,402.254,23.46,378.79
8.82443,7.40075,419.061,23.45,395.61
8.82974,7.40201,431.866,23.43,408.43
8.83186,7.40722,415.63,23.42,392.21
8.83659,7.41291,403.154,23.41,379.75
8.83933,7.41329,400.483,23.4,377.08
8.84206,7.41679,398.577,23.39,375.18
8.84513,7.41846,393.004,23.38,369.62
8.84779,7.42065,402.34,23.38,378.96
8.85244,7.42459,409.883,23.36,386.52
8.85794,7.4253,404.751,23.35,381.4
8.86547,7.42694,425.404,23.33,402.07
8.86757,7.42885,410.283,23.33,386.96
8.87504,7.43089,396.206,23.31,372.9
8.87832,7.43333,410.62,23.3,387.32
8.88356,7.4366,424.613,23.29,401.32
8.88802,7.4393,429.914,23.28,406.63
8.88742,7.44323,436.757,23.28,413.48
8.89011,7.45062,438.461,23.27,415.19
8.89331,7.45331,443.795,23.26,420.53
8.8945,7.45673,444.538,23.26,421.28
8.88978,7.46129,453.472,23.26,430.21
8.88733,7.46617,487.981,23.26,464.72
8.88566,7.46757,494.865,23.26,471.6
8.88314,7.46954,499.682,23.27,476.41
8.87806,7.4756,518.23,23.27,494.96
8.87641,7.48047,522.531,23.27,499.26
8.87398,7.48544,537.146,23.27,513.88
8.87568,7.49257,551.528,23.25,528.27
8.87572,7.49981,553.271,23.24,530.03
8.87484,7.50339,574.022,23.23,550.79
8.8735,7.5044,583.836,23.23,560.6
8.86842,7.50838,583.357,23.23,560.12
8.8676,7.51117,596.447,23.23,573.22
8.86508,7.51126,609.702,23.23,586.47
8.85714,7.5163,621.444,23.23,598.21
8.85223,7.51617,609.443,23.24,586.2
8.84638,7.52249,584.448,23.24,561.21
8.84722,7.53989,520.943,23.18,497.77
8.83841,7.55164,408.572,23.15,385.42
8.83056,7.56251,381.004,23.13,357.88
8.82859,7.56951,357.312,23.1,334.21
8.84555,7.5804,353.71,23.04,330.67
8.86569,7.57854,636.757,23.02,613.74
8.92585,7.09079,188.345,23.27,165.08
8.92914,7.08798,189.731,23.26,166.47
8.93338,7.08171,182.38,23.25,159.13
8.93961,7.07644,202.44,23.24,179.2
8.94431,7.07284,199.719,23.23,176.48
8.95225,7.06529,210.139,23.22,186.91
8.95335,7.06371,205.295,23.22,182.07
8.96169,7.06023,194.218,23.22,171
8.96577,7.05834,200.902,23.22,177.68
8.97073,7.05603,201.189,23.22,177.97
8.98091,7.05133,180.561,23.22,157.35
8.98697,7.05028,194.494,23.22,171.28
8.99394,7.04802,192.933,23.22,169.71
8.99422,7.04315,183.453,23.22,160.24
8.99282,7.03879,183.136,23.22,159.92
8.99214,7.02954,175.03,23.21,151.82
8.99686,7.02341,183.807,23.21,160.59
8.99903,7.02057,189.926,23.21,166.71
9.01221,7.00716,254.061,23.23,230.83
9.02563,7.00238,207.205,23.25,183.96
9.03265,7.00066,208.877,23.26,185.61
9.03719,6.99658,242.587,23.27,219.32
9.05907,6.99458,188.78,23.32,165.46
9.06888,6.994,193.562,23.34,170.22
9.07473,6.9951,206.992,23.36,183.64
9.08435,6.99243,219.367,23.38,195.99
9.09065,6.98964,216.622,23.4,193.22
9.095,6.98755,225.796,23.41,202.38
9.10845,6.98516,280.539,23.46,257.08
9.11889,6.98326,280.593,23.5,257.09
9.13005,6.97151,219.273,23.56,195.72
9.1424,6.97021,307.001,23.61,283.39
9.14239,6.9652,234.159,23.62,210.54
9.14631,6.96852,252.869,23.63,229.24
9.15776,6.9697,280.654,23.67,256.99
9.16333,6.96593,280.15,23.7,256.45
9.17614,6.97072,319.171,23.74,295.43
9.19001,6.97332,274.919,23.78,251.13
9.19523,6.97621,277.319,23.8,253.52
9.20551,6.98107,262.906,23.83,239.08
9.21798,6.98768,260.062,23.86,236.2
9.2211,6.9898,260.422,23.87,236.56
9.22304,6.99371,261.394,23.86,237.53
9.23051,6.99778,253.908,23.88,230.03
9.23227,7.00229,256.806,23.88,232.93
9.23606,6.99887,250.941,23.9,227.04
9.27063,7.33896,555.534,23.45,532.09
9.26691,7.33613,537.737,23.44,514.29
9.27009,7.34425,556.957,23.44,533.51
9.27201,7.35014,554.457,23.44,531.01
9.27678,7.36608,581.335,23.44,557.89
9.28362,7.38998,609.776,23.45,586.33
9.28756,7.39341,628.28,23.45,604.83
9.29189,7.40975,626.105,23.45,602.65
9.29092,7.41757,626.184,23.45,602.74
9.29202,7.42129,635.58,23.45,612.13
9.29007,7.42554,642.106,23.45,618.66
9.28863,7.42918,660.532,23.44,637.09
9.28644,7.43034,683.197,23.44,659.76
9.27906,7.43724,690.065,23.43,666.63
9.28062,7.44901,674.097,23.43,650.66
9.2794,7.45816,671.829,23.43,648.4
9.27802,7.46655,670.984,23.43,647.56
9.26358,7.48454,706.417,23.41,683.01
9.2612,7.48715,680.575,23.41,657.17
9.26441,7.49099,689.725,23.41,666.32
9.26906,7.49971,707.904,23.41,684.5
9.27222,7.49858,676.881,23.41,653.47
9.27883,7.50221,680.459,23.41,657.05
9.28609,7.52481,695.419,23.41,672.01
9.28945,7.53614,711.059,23.4,687.65
9.29008,7.54197,713.55,23.4,690.15
9.29348,7.54444,737.513,23.4,714.11
9.29956,7.55319,748.335,23.4,724.93
9.30421,7.55906,764.313,23.4,740.91
9.31153,7.57819,755.585,23.39,732.2
9.31363,7.58398,756.427,23.39,733.04
9.31385,7.60353,779.104,23.35,755.75
9.29567,7.62319,712.912,23.29,689.63
9.3009,7.62936,706.517,23.28,683.24
9.29614,7.6389,713.599,23.25,690.35
9.29261,7.64582,713.819,23.23,690.59
9.29133,7.64832,706.676,23.22,683.46
9.01252,7.48936,538.067,23.13,514.93
9.01855,7.48406,503.796,23.14,480.66
9.02043,7.48103,500.762,23.14,477.62
9.02288,7.47819,491.333,23.15,468.19
9.02549,7.47355,487.117,23.15,463.97
9.02869,7.46838,492.195,23.15,469.04
9.03368,7.46332,484.491,23.16,461.33
9.03862,7.45996,477.378,23.16,454.22
9.04196,7.45789,484.912,23.16,461.75
9.01837,7.47895,509.281,23.14,486.14
9.01599,7.47708,508.785,23.15,485.64
9.01383,7.47321,514.429,23.15,491.28
9.00865,7.47015,491.041,23.15,467.89
9.00601,7.4666,470.991,23.15,447.84
9.0173,7.44752,461.596,23.16,438.43
9.01489,7.45549,470.816,23.16,447.66
9.00935,7.45826,462.528,23.16,439.37
9.00317,7.46719,469.448,23.15,446.3
8.99717,7.47596,477.125,23.14,453.98
8.99609,7.48544,474.466,23.14,451.33
8.99583,7.49288,504.703,23.13,481.57
9.00393,7.49499,556.684,23.13,533.56
9.03019,7.45887,489.272,23.16,466.11
9.11492,7.45548,503.864,23.24,480.63
9.11578,7.44255,484.051,23.23,460.82
9.10112,7.44773,461.021,23.22,437.81
9.10027,7.44339,453.16,23.21,429.95
9.09712,7.4417,451.422,23.21,428.21
